date,day_situation,restrictions,case_status,total_cases,new_cases,new_cases_smoothed,death_status,total_deaths,test_status,total_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index
22-03-20,FDS,FALSE,INCREASE,1,1,,MAINTAIN,0,MAINTAIN,0,0,0,0,0,0,0,0,0,22.22
23-03-20,NORMAL,FALSE,INCREASE,1,0,,MAINTAIN,0,MAINTAIN,0,0,0,0,0,0,0,0,0,47.22
24-03-20,NORMAL,FALSE,INCREASE,3,2,,MAINTAIN,0,MAINTAIN,0,0,0,0,0,0,0,0,0,47.22
25-03-20,NORMAL,FALSE,INCREASE,5,2,,MAINTAIN,0,MAINTAIN,0,0,0,0,0,0,0,0,0,47.22
26-03-20,NORMAL,FALSE,INCREASE,7,2,,MAINTAIN,0,MAINTAIN,0,0,0,0,0,0,0,0,0,47.22
27-03-20,FDS,FALSE,INCREASE,7,0,1,MAINTAIN,0,MAINTAIN,0,0,0,0,0,0,0,0,0,47.22
28-03-20,FDS,FALSE,INCREASE,8,1,1.143,MAINTAIN,0,MAINTAIN,205,0,0,0,0,0,0,0,0,47.22
29-03-20,FDS,FALSE,DECREASE,8,0,1,MAINTAIN,0,INCREASE,0,0,0,0,0,0,0,0,0,47.22
30-03-20,NORMAL,FALSE,DECREASE,8,0,1,MAINTAIN,0,INCREASE,233,0,0,0,0,0,0,0,0,47.22
31-03-20,NORMAL,FALSE,DECREASE,8,0,0.714,MAINTAIN,0,INCREASE,269,0,0,0,0,0,0,0,0,47.22
1/4/2020,NORMAL,TRUE,DECREASE,10,2,0.714,MAINTAIN,0,INCREASE,288,0,0,0,0,0,0,0,0,56.48
2/4/2020,NORMAL,TRUE,DECREASE,10,0,0.429,MAINTAIN,0,INCREASE,306,0,0,0,0,0,0,0,0,56.48
3/4/2020,FDS,TRUE,DECREASE,10,0,0.429,MAINTAIN,0,INCREASE,321,0,0,0,0,0,0,0,0,56.48
4/4/2020,FDS,TRUE,DECREASE,10,0,0.286,MAINTAIN,0,INCREASE,345,0,0,0,0,0,0,0,0,56.48
5/4/2020,FDS,TRUE,INCREASE,10,0,0.286,MAINTAIN,0,INCREASE,367,0,0,0,0,0,0,0,0,56.48
6/4/2020,NORMAL,TRUE,INCREASE,10,0,0.286,MAINTAIN,0,INCREASE,371,0,0,0,0,0,0,0,0,56.48
7/4/2020,FERIADO,TRUE,INCREASE,10,0,0.286,MAINTAIN,0,INCREASE,428,0,0,0,0,0,0,0,0,56.48
8/4/2020,NORMAL,TRUE,INCREASE,17,7,1,MAINTAIN,0,INCREASE,471,0,0,0,0,0,0,0,0,56.48
9/4/2020,NORMAL,TRUE,INCREASE,17,0,1,MAINTAIN,0,INCREASE,487,0,0,0,0,0,0,0,0,56.48
10/4/2020,FDSLONG,TRUE,INCREASE,20,3,1.429,MAINTAIN,0,INCREASE,541,0,0,0,0,0,0,0,0,56.48
11/4/2020,FDSLONG,TRUE,INCREASE,20,0,1.429,MAINTAIN,0,INCREASE,551,0,0,0,0,0,0,0,0,56.48
12/4/2020,FDSLONG,TRUE,INCREASE,21,1,1.571,MAINTAIN,0,INCREASE,679,0,0,0,0,0,0,0,0,56.48
13-04-20,NORMAL,TRUE,INCREASE,21,0,1.571,MAINTAIN,0,INCREASE,683,0,0,0,0,0,0,0,0,56.48
14-04-20,NORMAL,TRUE,INCREASE,28,7,2.571,MAINTAIN,0,INCREASE,762,0,0,0,0,0,0,0,0,56.48
15-04-20,NORMAL,TRUE,INCREASE,29,1,1.714,MAINTAIN,0,INCREASE,793,0,0,0,0,0,0,0,0,56.48
16-04-20,NORMAL,TRUE,INCREASE,31,2,2,MAINTAIN,0,INCREASE,855,0,0,0,0,0,0,0,0,56.48
17-04-20,FDS,TRUE,INCREASE,34,3,2,MAINTAIN,0,INCREASE,898,0,0,0,0,0,0,0,0,56.48
18-04-20,FDS,TRUE,INCREASE,35,1,2.143,MAINTAIN,0,INCREASE,952,0,0,0,0,0,0,0,0,56.48
19-04-20,FDS,TRUE,INCREASE,39,4,2.571,MAINTAIN,0,INCREASE,1037,0,0,0,0,0,0,0,0,56.48
20-04-20,NORMAL,TRUE,INCREASE,39,0,2.571,MAINTAIN,0,INCREASE,1110,0,0,0,0,0,0,0,0,56.48
21-04-20,NORMAL,TRUE,INCREASE,39,0,1.571,MAINTAIN,0,INCREASE,1163,0,0,0,0,0,0,0,0,56.48
22-04-20,NORMAL,TRUE,INCREASE,41,2,1.714,MAINTAIN,0,INCREASE,1247,0,0,0,0,0,0,0,0,56.48
23-04-20,NORMAL,TRUE,INCREASE,46,5,2.143,MAINTAIN,0,INCREASE,1325,0,0,0,0,0,0,0,0,56.48
24-04-20,FDS,TRUE,INCREASE,65,19,4.429,MAINTAIN,0,INCREASE,1439,0,0,0,0,0,0,0,0,56.48
25-04-20,FDS,TRUE,INCREASE,70,5,5,MAINTAIN,0,INCREASE,1575,0,0,0,0,0,0,0,0,56.48
26-04-20,FDS,TRUE,DECREASE,76,6,5.286,MAINTAIN,0,INCREASE,1644,0,0,0,0,0,0,0,0,56.48
27-04-20,NORMAL,TRUE,DECREASE,76,0,5.286,MAINTAIN,0,INCREASE,1688,0,0,0,0,0,0,0,0,56.48
28-04-20,NORMAL,TRUE,DECREASE,76,0,5.286,MAINTAIN,0,INCREASE,1772,0,0,0,0,0,0,0,0,56.48
29-04-20,NORMAL,TRUE,DECREASE,76,0,5,MAINTAIN,0,INCREASE,1896,0,0,0,0,0,0,0,0,56.48
30-04-20,NORMAL,TRUE,DECREASE,76,0,4.286,MAINTAIN,0,INCREASE,2076,0,0,0,0,0,0,0,0,56.48
1/5/2020,FDSLONG,FALSE,DECREASE,79,3,2,MAINTAIN,0,INCREASE,2246,0,0,0,0,0,0,0,0,56.48
2/5/2020,FDSLONG,FALSE,DECREASE,79,0,1.286,MAINTAIN,0,INCREASE,2337,0,0,0,0,0,0,0,0,56.48
3/5/2020,FDSLONG,FALSE,DECREASE,80,1,0.571,MAINTAIN,0,INCREASE,2466,0,0,0,0,0,0,0,0,56.48
4/5/2020,NORMAL,FALSE,DECREASE,80,0,0.571,MAINTAIN,0,INCREASE,2598,0,0,0,0,0,0,0,0,56.48
5/5/2020,NORMAL,FALSE,DECREASE,81,1,0.714,MAINTAIN,0,INCREASE,2867,0,0,0,0,0,0,0,0,56.48
6/5/2020,NORMAL,FALSE,DECREASE,81,0,0.714,MAINTAIN,0,INCREASE,3041,0,0,0,0,0,0,0,0,56.48
7/5/2020,NORMAL,FALSE,DECREASE,81,0,0.714,MAINTAIN,0,INCREASE,3188,0,0,0,0,0,0,0,0,56.48
8/5/2020,FDS,FALSE,DECREASE,82,1,0.429,MAINTAIN,0,INCREASE,3356,0,0,0,0,0,0,0,0,56.48
9/5/2020,FDS,FALSE,DECREASE,87,5,1.143,MAINTAIN,0,INCREASE,3749,0,0,0,0,0,0,0,0,56.48
10/5/2020,FDS,FALSE,INCREASE,91,4,1.571,MAINTAIN,0,INCREASE,3923,0,0,0,0,0,0,0,0,56.48
11/5/2020,NORMAL,FALSE,INCREASE,103,12,3.286,MAINTAIN,0,INCREASE,4173,0,0,0,0,0,0,0,0,56.48
12/5/2020,NORMAL,FALSE,INCREASE,104,1,3.286,MAINTAIN,0,INCREASE,4365,0,0,0,0,0,0,0,0,56.48
13-05-20,NORMAL,FALSE,INCREASE,104,0,3.286,MAINTAIN,0,INCREASE,4740,0,0,0,0,0,0,0,0,56.48
14-05-20,NORMAL,FALSE,INCREASE,115,11,4.857,MAINTAIN,0,INCREASE,5119,0,0,0,0,0,0,0,0,56.48
15-05-20,FDS,FALSE,INCREASE,119,4,5.286,MAINTAIN,0,INCREASE,5361,0,0,0,0,0,0,0,0,56.48
16-05-20,FDS,FALSE,INCREASE,129,10,6,MAINTAIN,0,INCREASE,5735,0,0,0,0,0,0,0,0,56.48
17-05-20,FDS,FALSE,DECREASE,137,8,6.571,MAINTAIN,0,INCREASE,6011,0,0,0,0,0,0,0,0,56.48
18-05-20,NORMAL,FALSE,DECREASE,145,8,6,MAINTAIN,0,INCREASE,6272,0,0,0,0,0,0,0,0,56.48
19-05-20,NORMAL,FALSE,DECREASE,146,1,6,MAINTAIN,0,INCREASE,6537,0,0,0,0,0,0,0,0,56.48
20-05-20,NORMAL,FALSE,DECREASE,156,10,7.429,MAINTAIN,0,INCREASE,6769,0,0,0,0,0,0,0,0,56.48
21-05-20,NORMAL,FALSE,DECREASE,162,6,6.714,MAINTAIN,0,INCREASE,7063,0,0,0,0,0,0,0,0,56.48
22-05-20,FDS,FALSE,DECREASE,164,2,6.429,MAINTAIN,0,INCREASE,7480,0,0,0,0,0,0,0,0,56.48
23-05-20,FDS,FALSE,DECREASE,168,4,5.571,MAINTAIN,0,INCREASE,7947,0,0,0,0,0,0,0,0,56.48
24-05-20,FDS,FALSE,INCREASE,194,26,8.143,INCREASE,0,INCREASE,8463,0,0,0,0,0,0,0,0,56.48
25-05-20,NORMAL,FALSE,INCREASE,209,15,9.143,INCREASE,1,INCREASE,8796,0,0,0,0,0,0,0,0,56.48
26-05-20,NORMAL,FALSE,INCREASE,213,4,9.571,INCREASE,1,INCREASE,9036,0,0,0,0,0,0,0,0,56.48
27-05-20,NORMAL,FALSE,INCREASE,227,14,10.143,INCREASE,1,INCREASE,9330,0,0,0,0,0,0,0,0,56.48
28-05-20,NORMAL,FALSE,INCREASE,233,6,10.143,INCREASE,2,INCREASE,9818,0,0,0,0,0,0,0,0,69.44
29-05-20,FDS,FALSE,INCREASE,234,1,10,INCREASE,2,INCREASE,10234,0,0,0,0,0,0,0,0,75
30-05-20,FDS,FALSE,INCREASE,244,10,10.857,INCREASE,2,INCREASE,10261,0,0,0,0,0,0,0,0,75
31-05-20,FDS,TRUE,INCREASE,254,10,8.571,DECREASE,2,INCREASE,10878,0,0,0,0,0,0,0,0,75
1/6/2020,FERIADO,TRUE,INCREASE,254,0,6.429,DECREASE,2,INCREASE,10970,0,0,0,0,0,0,0,0,75
2/6/2020,NORMAL,TRUE,INCREASE,307,53,13.429,DECREASE,2,INCREASE,11239,0,0,0,0,0,0,0,0,75
3/6/2020,NORMAL,TRUE,INCREASE,316,9,12.714,DECREASE,2,INCREASE,11572,0,0,0,0,0,0,0,0,75
4/6/2020,NORMAL,TRUE,INCREASE,352,36,17,DECREASE,2,INCREASE,12126,0,0,0,0,0,0,0,0,75
5/6/2020,FDS,TRUE,INCREASE,354,2,17.143,DECREASE,2,INCREASE,12343,0,0,0,0,0,0,0,0,75
6/6/2020,FDS,TRUE,INCREASE,409,55,23.571,DECREASE,2,INCREASE,13398,0,0,0,0,0,0,0,0,75
7/6/2020,FDS,TRUE,DECREASE,424,15,24.286,MAINTAIN,2,INCREASE,14010,0,0,0,0,0,0,0,0,75
8/6/2020,NORMAL,TRUE,DECREASE,433,9,25.571,MAINTAIN,2,INCREASE,14580,0,0,0,0,0,0,0,0,75
9/6/2020,NORMAL,TRUE,DECREASE,453,20,20.857,MAINTAIN,2,INCREASE,15190,0,0,0,0,0,0,0,0,75
10/6/2020,NORMAL,TRUE,DECREASE,472,19,22.286,MAINTAIN,2,INCREASE,15544,0,0,0,0,0,0,0,0,75
11/6/2020,NORMAL,TRUE,DECREASE,489,17,19.571,MAINTAIN,2,INCREASE,16035,0,0,0,0,0,0,0,0,75
12/6/2020,FDS,TRUE,DECREASE,509,20,22.143,MAINTAIN,2,INCREASE,16919,0,0,0,0,0,0,0,0,75
13-06-20,FDS,TRUE,DECREASE,553,44,20.571,MAINTAIN,2,INCREASE,18061,0,0,0,0,0,0,0,0,75
14-06-20,FDS,TRUE,DECREASE,583,30,22.714,INCREASE,3,INCREASE,18620,0,0,0,0,0,0,0,0,75
15-06-20,NORMAL,TRUE,DECREASE,609,26,25.143,INCREASE,3,INCREASE,19581,0,0,0,0,0,0,0,0,75
16-06-20,NORMAL,TRUE,DECREASE,638,29,26.429,INCREASE,4,INCREASE,20263,0,0,0,0,0,0,0,0,75
17-06-20,NORMAL,TRUE,DECREASE,651,13,25.571,INCREASE,4,INCREASE,21014,0,0,0,0,0,0,0,0,75
18-06-20,NORMAL,TRUE,DECREASE,662,11,24.714,INCREASE,4,INCREASE,21780,0,0,0,0,0,0,0,0,75
19-06-20,FDS,TRUE,DECREASE,668,6,22.714,INCREASE,4,INCREASE,22263,0,0,0,0,0,0,0,0,75
20-06-20,FDS,TRUE,DECREASE,688,20,19.286,INCREASE,4,INCREASE,23104,0,0,0,0,0,0,0,0,75
21-06-20,FDS,TRUE,INCREASE,733,45,21.429,DECREASE,5,INCREASE,23760,0,0,0,0,0,0,0,0,75
22-06-20,NORMAL,TRUE,INCREASE,737,4,18.286,DECREASE,5,INCREASE,24348,0,0,0,0,0,0,0,0,75
23-06-20,NORMAL,TRUE,INCREASE,757,20,17,DECREASE,5,INCREASE,25042,0,0,0,0,0,0,0,0,75
24-06-20,NORMAL,TRUE,INCREASE,762,5,15.857,DECREASE,5,INCREASE,25446,0,0,0,0,0,0,0,0,75
25-06-20,FERIADO,TRUE,INCREASE,788,26,18,DECREASE,5,INCREASE,26204,0,0,0,0,0,0,0,0,75
26-06-20,FDS,TRUE,INCREASE,816,28,21.143,DECREASE,5,INCREASE,27123,0,0,0,0,0,0,0,0,75
27-06-20,FDS,TRUE,INCREASE,839,23,21.571,DECREASE,5,INCREASE,27956,0,0,0,0,0,0,0,0,75
28-06-20,FDS,TRUE,DECREASE,859,20,18,INCREASE,5,DECREASE,28647,0,0,0,0,0,0,0,0,75
29-06-20,NORMAL,TRUE,DECREASE,883,24,20.857,INCREASE,6,DECREASE,29404,0,0,0,0,0,0,0,0,75
30-06-20,NORMAL,TRUE,DECREASE,889,6,18.857,INCREASE,6,DECREASE,29577,0,0,0,0,0,0,0,0,80.56
1/7/2020,NORMAL,TRUE,DECREASE,903,14,20.143,INCREASE,6,DECREASE,30334,0,0,0,0,0,0,0,0,80.56
2/7/2020,NORMAL,TRUE,DECREASE,918,15,18.571,INCREASE,6,DECREASE,30939,0,0,0,0,0,0,0,0,80.56
3/7/2020,FDS,TRUE,DECREASE,939,21,17.571,INCREASE,6,DECREASE,31784,0,0,0,0,0,0,0,0,80.56
4/7/2020,FDS,TRUE,DECREASE,969,30,18.571,INCREASE,7,DECREASE,32498,0,0,0,0,0,0,0,0,80.56
5/7/2020,FDS,TRUE,INCREASE,987,18,18.286,MAINTAIN,8,INCREASE,33125,0,0,0,0,0,0,0,0,80.56
6/7/2020,NORMAL,TRUE,INCREASE,1012,25,18.429,MAINTAIN,8,INCREASE,34036,0,0,0,0,0,0,0,0,80.56
7/7/2020,NORMAL,TRUE,INCREASE,1040,28,21.571,MAINTAIN,8,INCREASE,35140,0,0,0,0,0,0,0,0,80.56
8/7/2020,NORMAL,TRUE,INCREASE,1071,31,24,MAINTAIN,8,INCREASE,35696,0,0,0,0,0,0,0,0,80.56
9/7/2020,NORMAL,TRUE,INCREASE,1092,21,24.857,MAINTAIN,9,INCREASE,36698,0,0,0,0,0,0,0,0,80.56
10/7/2020,FDS,TRUE,INCREASE,1111,19,24.571,MAINTAIN,9,INCREASE,38010,0,0,0,0,0,0,0,0,80.56
11/7/2020,FDS,TRUE,INCREASE,1135,24,23.714,MAINTAIN,9,INCREASE,39091,0,0,0,0,0,0,0,0,80.56
12/7/2020,FDS,TRUE,INCREASE,1157,22,24.286,DECREASE,9,DECREASE,40948,0,0,0,0,0,0,0,0,80.56
13-07-20,NORMAL,TRUE,INCREASE,1219,62,29.571,DECREASE,9,DECREASE,40861,0,0,0,0,0,0,0,0,80.56
14-07-20,NORMAL,TRUE,INCREASE,1268,49,32.571,DECREASE,9,DECREASE,41745,0,0,0,0,0,0,0,0,80.56
15-07-20,NORMAL,TRUE,INCREASE,1330,62,37,DECREASE,9,DECREASE,42551,0,0,0,0,0,0,0,0,80.56
16-07-20,NORMAL,TRUE,INCREASE,1383,53,41.571,DECREASE,9,DECREASE,43694,0,0,0,0,0,0,0,0,80.56
17-07-20,FDS,TRUE,INCREASE,1402,19,41.571,DECREASE,9,DECREASE,44222,0,0,0,0,0,0,0,0,80.56
18-07-20,FDS,TRUE,INCREASE,1435,33,42.857,DECREASE,10,DECREASE,45180,0,0,0,0,0,0,0,0,80.56
19-07-20,FDS,TRUE,DECREASE,1491,56,47.714,MAINTAIN,10,INCREASE,46556,0,0,0,0,0,0,0,0,80.56
20-07-20,NORMAL,TRUE,DECREASE,1507,16,41.143,MAINTAIN,11,INCREASE,47787,0,0,0,0,0,0,0,0,80.56
21-07-20,NORMAL,TRUE,DECREASE,1536,29,38.286,MAINTAIN,11,INCREASE,48653,0,0,0,0,0,0,0,0,80.56
22-07-20,NORMAL,TRUE,DECREASE,1557,21,32.429,MAINTAIN,11,INCREASE,49492,0,0,0,0,0,0,0,0,80.56
23-07-20,NORMAL,TRUE,DECREASE,1582,25,28.429,MAINTAIN,11,INCREASE,50121,0,0,0,0,0,0,0,0,80.56
24-07-20,FDS,TRUE,DECREASE,1590,8,26.857,MAINTAIN,11,INCREASE,50853,0,0,0,0,0,0,0,0,80.56
25-07-20,FDS,TRUE,DECREASE,1616,26,25.857,MAINTAIN,11,INCREASE,51444,0,0,0,0,0,0,0,0,80.56
26-07-20,FDS,TRUE,INCREASE,1669,53,25.429,MAINTAIN,11,INCREASE,52422,0,0,0,0,0,0,0,0,80.56
27-07-20,NORMAL,TRUE,INCREASE,1701,32,27.714,MAINTAIN,11,INCREASE,53465,0,0,0,0,0,0,0,0,80.56
28-07-20,NORMAL,TRUE,INCREASE,1720,19,26.286,MAINTAIN,11,INCREASE,54081,0,0,0,0,0,0,0,0,80.56
29-07-20,NORMAL,TRUE,INCREASE,1748,28,27.286,MAINTAIN,11,INCREASE,55211,0,0,0,0,0,0,0,0,57.41
30-07-20,NORMAL,FALSE,INCREASE,1808,60,32.286,MAINTAIN,11,INCREASE,56160,0,0,0,0,0,0,0,0,57.41
31-07-20,FDS,FALSE,INCREASE,1864,56,39.143,MAINTAIN,11,INCREASE,57730,0,0,0,0,0,0,0,0,57.41
1/8/2020,FDS,FALSE,INCREASE,1907,43,41.571,MAINTAIN,12,INCREASE,58911,0,0,0,0,0,0,0,0,57.41
2/8/2020,FDS,FALSE,INCREASE,1946,39,39.571,INCREASE,13,INCREASE,59642,0,0,0,0,0,0,0,0,57.41
3/8/2020,NORMAL,FALSE,INCREASE,1973,27,38.857,INCREASE,14,INCREASE,60473,0,0,0,0,0,0,0,0,57.41
4/8/2020,NORMAL,FALSE,INCREASE,2029,56,44.143,INCREASE,15,INCREASE,62373,0,0,0,0,0,0,0,0,57.41
5/8/2020,NORMAL,FALSE,INCREASE,2079,50,47.286,INCREASE,15,INCREASE,63725,0,0,0,0,0,0,0,0,57.41
6/8/2020,NORMAL,FALSE,INCREASE,2120,41,44.571,INCREASE,15,INCREASE,65151,0,0,0,0,0,0,0,0,57.41
7/8/2020,FDS,FALSE,INCREASE,2213,93,49.857,INCREASE,15,INCREASE,66542,0,0,0,0,0,0,0,0,76.85
8/8/2020,FDS,FALSE,INCREASE,2241,28,47.714,INCREASE,16,INCREASE,67403,0,0,0,0,0,0,0,0,80.56
9/8/2020,FDS,FALSE,INCREASE,2269,28,46.143,DECREASE,16,INCREASE,68686,0,0,0,0,0,0,0,0,80.56
10/8/2020,NORMAL,FALSE,INCREASE,2411,142,62.571,DECREASE,16,INCREASE,70459,0,0,0,0,0,0,0,0,80.56
11/8/2020,NORMAL,FALSE,INCREASE,2481,70,64.571,DECREASE,17,INCREASE,71351,0,0,0,0,0,0,0,0,80.56
12/8/2020,NORMAL,FALSE,INCREASE,2559,78,68.571,DECREASE,19,INCREASE,72461,0,0,0,0,0,0,0,0,80.56
13-08-20,NORMAL,FALSE,INCREASE,2638,79,74,DECREASE,19,INCREASE,73479,0,0,0,0,0,0,0,0,80.56
14-08-20,FDS,FALSE,INCREASE,2708,70,70.714,DECREASE,19,INCREASE,75430,0,0,0,0,0,0,0,0,80.56
15-08-20,FDS,FALSE,INCREASE,2791,83,78.571,DECREASE,19,INCREASE,76614,0,0,0,0,0,0,0,0,80.56
16-08-20,FDS,FALSE,DECREASE,2855,64,83.714,DECREASE,19,DECREASE,77584,0,0,0,0,0,0,0,0,80.56
17-08-20,NORMAL,FALSE,DECREASE,2914,59,71.857,DECREASE,19,DECREASE,78877,0,0,0,0,0,0,0,0,80.56
18-08-20,NORMAL,FALSE,DECREASE,2991,77,72.857,DECREASE,19,DECREASE,79504,0,0,0,0,0,0,0,0,76.85
19-08-20,NORMAL,FALSE,DECREASE,3045,54,69.429,DECREASE,19,DECREASE,80913,0,0,0,0,0,0,0,0,76.85
20-08-20,NORMAL,FALSE,DECREASE,3115,70,68.143,DECREASE,20,DECREASE,82264,0,0,0,0,0,0,0,0,76.85
21-08-20,FDS,FALSE,DECREASE,3195,80,69.571,DECREASE,20,DECREASE,83886,0,0,0,0,0,0,0,0,74.07
22-08-20,FDS,FALSE,DECREASE,3304,109,73.286,DECREASE,20,DECREASE,85137,0,0,0,0,0,0,0,0,74.07
23-08-20,FDS,FALSE,DECREASE,3395,91,77.143,INCREASE,20,DECREASE,86549,0,0,0,0,0,0,0,0,74.07
24-08-20,NORMAL,FALSE,DECREASE,3440,45,75.143,INCREASE,21,DECREASE,87565,0,0,0,0,0,0,0,0,74.07
25-08-20,NORMAL,FALSE,DECREASE,3508,68,73.857,INCREASE,21,DECREASE,89158,0,0,0,0,0,0,0,0,74.07
26-08-20,NORMAL,FALSE,DECREASE,3590,82,77.857,INCREASE,21,DECREASE,90566,0,0,0,0,0,0,0,0,74.07
27-08-20,NORMAL,FALSE,DECREASE,3651,61,76.571,INCREASE,21,DECREASE,91130,0,0,0,0,0,0,0,0,74.07
28-08-20,FDS,FALSE,DECREASE,3697,46,71.714,INCREASE,21,DECREASE,92046,0,0,0,0,0,0,0,0,74.07
29-08-20,FDS,FALSE,DECREASE,3760,63,65.143,INCREASE,22,DECREASE,92998,0,0,0,0,0,0,0,0,74.07
30-08-20,FDS,FALSE,INCREASE,3821,61,60.857,INCREASE,23,INCREASE,94696,0,0,0,0,0,0,0,0,74.07
31-08-20,NORMAL,FALSE,INCREASE,3916,95,68,INCREASE,23,INCREASE,96387,0,0,0,0,0,0,0,0,74.07
1/9/2020,NORMAL,FALSE,INCREASE,4039,123,75.857,INCREASE,23,INCREASE,98455,0,0,0,0,0,0,0,0,74.07
2/9/2020,NORMAL,FALSE,INCREASE,4117,78,75.286,INCREASE,25,INCREASE,99365,0,0,0,0,0,0,0,0,74.07
3/9/2020,NORMAL,FALSE,INCREASE,4207,90,79.429,INCREASE,26,INCREASE,100873,0,0,0,0,0,0,0,0,74.07
4/9/2020,FDSLONG,FALSE,INCREASE,4265,58,81.143,INCREASE,26,INCREASE,101888,0,0,0,0,0,0,0,0,74.07
5/9/2020,FDSLONG,FALSE,INCREASE,4341,76,83,INCREASE,26,INCREASE,102456,0,0,0,0,0,0,0,0,74.07
6/9/2020,FDSLONG,FALSE,INCREASE,4444,103,89,INCREASE,27,INCREASE,104376,0,0,0,0,0,0,0,0,74.07
7/9/2020,FDSLONG,FALSE,INCREASE,4557,113,91.571,INCREASE,27,INCREASE,106382,0,0,0,0,0,0,0,0,74.07
8/9/2020,NORMAL,FALSE,INCREASE,4647,90,86.857,INCREASE,28,INCREASE,107083,0,0,0,0,0,0,0,0,74.07
9/9/2020,NORMAL,FALSE,INCREASE,4764,117,92.429,INCREASE,28,INCREASE,107758,0,0,0,0,0,0,0,0,74.07
10/9/2020,NORMAL,FALSE,INCREASE,4832,68,89.286,INCREASE,31,INCREASE,108745,0,0,0,0,0,0,0,0,74.07
11/9/2020,FDS,FALSE,INCREASE,4918,86,93.286,INCREASE,31,INCREASE,110310,0,0,0,0,0,0,0,0,74.07
12/9/2020,FDS,FALSE,INCREASE,5040,122,99.857,INCREASE,35,INCREASE,112238,0,0,0,0,0,0,0,0,74.07
13-09-20,FDS,FALSE,INCREASE,5269,229,117.857,DECREASE,35,INCREASE,114333,0,0,0,0,0,0,0,0,74.07
14-09-20,NORMAL,FALSE,INCREASE,5482,213,132.143,DECREASE,35,INCREASE,115588,0,0,0,0,0,0,0,0,74.07
